timestamp,token_volume,transaction_count,unique_wallets,new_wallets,sniper_tx_count,wash_tx_count,avg_tx_size
2025-01-25 18:00:00,466839065.5504205,34238,2020,459,0.0,31190.0,25366.001096438325
2025-01-25 19:00:00,766209847.8320464,22603,1441,351,0.0,20799.0,40502.09484478281
2025-01-25 20:00:00,812389442.4583433,41468,2089,481,0.0,38304.0,27679.510376032787
2025-01-25 21:00:00,595139718.2375398,28349,1768,452,0.0,26081.0,23648.0184027818
2025-01-25 22:00:00,329035492.3826701,17267,1335,341,0.0,15573.0,27870.274182393143
2025-01-25 23:00:00,359448184.3569859,11356,1056,273,0.0,10164.0,41781.89508115532
2025-01-26 00:00:00,256627270.8251093,15737,1192,265,0.0,14231.0,28956.54939673466
2025-01-26 01:00:00,431481578.56579626,20386,1191,255,0.0,18867.0,28207.000159739975
2025-01-26 02:00:00,144082198.31934643,13969,964,249,0.0,12860.0,15426.311507272088
2025-01-26 03:00:00,458809577.0022918,11248,860,206,0.0,10278.0,50988.565643920236
2025-01-26 04:00:00,96888311.19698508,9883,865,219,0.0,8879.0,19216.869803933958
2025-01-26 05:00:00,367204931.2891561,12534,969,251,0.0,11438.0,46105.694972439924
2025-01-26 06:00:00,285577789.9899648,13913,1013,254,0.0,12517.0,28584.608184611574
2025-01-26 07:00:00,210917002.03847516,10354,824,208,0.0,9338.0,35441.79347513668
2025-01-26 08:00:00,213055590.20612985,11368,899,218,0.0,10326.0,31819.93945253594
2025-01-26 09:00:00,159272141.02058113,12540,903,230,0.0,11559.0,33401.87919809763
2025-01-26 10:00:00,274827425.30732304,12049,838,215,0.0,11077.0,28377.459780789657
2025-01-26 11:00:00,248668218.00642297,10568,741,212,0.0,9705.0,25906.59367150146
2025-01-26 12:00:00,182348366.78482422,8764,752,195,0.0,7932.0,26470.530367433825
2025-01-26 13:00:00,239563116.7932104,10782,840,225,0.0,9865.0,29177.290554092775
2025-01-26 14:00:00,33612669.28551853,10368,807,254,0.0,9491.0,20766.122661405796
2025-01-26 15:00:00,394204223.43412584,10671,944,296,0.0,9595.0,45216.19168478317
2025-01-26 16:00:00,433708534.20324826,12529,1003,274,0.0,11409.0,45488.746665564344
2025-01-26 17:00:00,470866861.51377475,9878,965,297,0.0,8792.0,61583.33281289071
2025-01-26 18:00:00,326582506.04053676,9871,919,273,0.0,8839.0,55517.041896790506
2025-01-26 19:00:00,298900889.7542384,9051,891,289,0.0,8060.0,37805.52403114037
2025-01-26 20:00:00,232760537.08058742,9969,928,260,0.0,8956.0,38708.798613828556
2025-01-26 21:00:00,538699723.902831,8093,952,273,0.0,7079.0,74735.29252777011
2025-01-26 22:00:00,296150946.42006576,8591,993,306,0.0,7474.0,51599.190688043906
2025-01-26 23:00:00,159381909.3395373,8635,1089,315,0.0,7356.0,29239.007575093103
2025-01-27 00:00:00,273904887.5510717,8493,1012,282,0.0,7364.0,38710.74655639444
2025-01-27 01:00:00,334924481.68304163,8797,885,247,0.0,7812.0,53044.62730164314
2025-01-27 02:00:00,278955064.9994009,16087,873,212,0.0,15141.0,20675.645105054165
2025-01-27 03:00:00,49652767.82889084,13168,775,207,0.0,12307.0,12453.047732133471
2025-01-27 04:00:00,417308445.0555197,11977,792,176,0.0,10947.0,38136.8058358082
2025-01-27 05:00:00,276819173.0164035,11375,773,204,0.0,10395.0,32359.431980607835
2025-01-27 06:00:00,98757418.82933249,20216,761,203,0.0,19227.0,6603.767787189885
2025-01-27 07:00:00,224672650.48001233,16625,845,215,0.0,15615.0,28282.91292327384
2025-01-27 08:00:00,253442257.00796366,18572,870,205,0.0,17525.0,19493.861045560203
2025-01-27 09:00:00,143651693.9256926,27030,797,251,0.0,25876.0,13937.009557679643
2025-01-27 10:00:00,57768143.94288712,18162,717,226,0.0,17240.0,10750.02942933855
2025-01-27 11:00:00,88644293.30416173,17485,646,196,0.0,16684.0,6574.125169841404
2025-01-27 12:00:00,112913724.52889235,16488,696,198,0.0,15512.0,10446.7123856884
2025-01-27 13:00:00,149180436.95207733,20704,838,231,0.0,19636.0,13764.430178214088
2025-01-27 14:00:00,147576910.29690155,14464,790,198,0.0,13608.0,16130.860093423085
2025-01-27 15:00:00,104814673.91352193,13878,790,197,0.0,13000.0,11991.72408537558
2025-01-27 16:00:00,334665634.6369268,25571,883,248,0.0,24575.0,21694.662455058173
2025-01-27 17:00:00,207923919.5148273,18238,736,198,0.0,17442.0,14771.082420162278
2025-01-27 18:00:00,404356882.7123483,8908,715,194,0.0,8113.0,49637.83038667819
2025-01-27 19:00:00,38909432.24571791,8397,689,191,0.0,7660.0,12282.753085322232
2025-01-27 20:00:00,230434747.13471904,12719,799,187,0.0,11774.0,23923.73178367807
2025-01-27 21:00:00,109933064.84080897,16207,955,201,0.0,15035.0,22393.277369255673
2025-01-27 22:00:00,78349515.87315312,8241,703,197,0.0,7467.0,16238.649145225403
2025-01-27 23:00:00,190074347.48272198,9492,662,174,0.0,8790.0,32679.94464224783
2025-01-28 00:00:00,376504217.68122756,13616,804,168,0.0,12650.0,30773.032147376645
2025-01-28 01:00:00,408836378.4604715,11640,626,146,0.0,10950.0,38914.05658940195
2025-01-28 02:00:00,262556776.14139983,7061,640,161,0.0,6337.0,40611.44512170386
2025-01-28 03:00:00,169489218.12879166,7566,610,132,0.0,6916.0,37075.96384502377
2025-01-28 04:00:00,181906381.2441984,11369,605,149,0.0,10647.0,21207.46135438901
2025-01-28 05:00:00,153341050.31181368,11962,619,134,0.0,11241.0,15339.676646175947
2025-01-28 06:00:00,103793823.9962824,9076,601,163,0.0,8425.0,20418.1113310803
2025-01-28 07:00:00,36240567.08698514,7992,522,112,0.0,7449.0,7150.277077073982
2025-01-28 08:00:00,85129934.41809274,6452,530,146,0.0,5859.0,19650.830310962534
2025-01-28 09:00:00,16174165.11451055,4128,487,144,0.0,3584.0,11964.270580755527
2025-01-28 10:00:00,34973543.3690382,4358,510,132,0.0,3850.0,15627.327362308153
2025-01-28 11:00:00,39064591.73896136,6255,505,131,0.0,5736.0,12452.723494648379
2025-01-28 12:00:00,1837318.7847631471,6596,600,168,0.0,5949.0,4933.330721706071
2025-01-28 13:00:00,8941541.103752071,5003,584,143,0.0,4360.0,11340.003006584913
2025-01-28 14:00:00,4772789.166723468,6820,613,170,0.0,6182.0,17657.65654983071
2025-01-28 15:00:00,100120341.10973762,7825,645,181,0.0,7119.0,18561.223309439527
2025-01-28 16:00:00,31799202.457315486,8027,631,169,0.0,7404.0,13892.575525557586
2025-01-28 17:00:00,82652315.89236802,3958,639,182,0.0,3265.0,26012.41131868692
2025-01-28 18:00:00,42150271.52019087,6017,637,146,0.0,5343.0,20205.090322333934
2025-01-28 19:00:00,155311897.4970175,5218,676,232,0.0,4442.0,32101.935673301014
2025-01-28 20:00:00,165927795.81713915,4643,622,158,0.0,4006.0,46042.63550463117
2025-01-28 21:00:00,216953952.8297422,3361,655,150,0.0,2669.0,117789.55447551416
2025-01-28 22:00:00,-28015252.921976093,2979,594,152,0.0,2330.0,34077.67957682801
2025-01-28 23:00:00,163552511.67587844,2855,565,120,0.0,2245.0,65842.37444554322
2025-01-29 00:00:00,123171989.80242077,1959,491,122,0.0,1459.0,89380.47381743893
2025-01-29 01:00:00,56201404.72333293,1935,450,91,0.0,1442.0,60631.96279641103
2025-01-29 02:00:00,407089879.20787907,2325,461,100,0.0,1830.0,239352.35127642503
2025-01-29 03:00:00,200394226.23656547,3206,430,100,0.0,2753.0,70313.88551215423
2025-01-29 04:00:00,30885146.913041938,2722,345,77,0.0,2382.0,15914.929577778465
2025-01-29 05:00:00,123140590.18788762,3639,428,94,0.0,3162.0,38900.198092950435
2025-01-29 06:00:00,207585657.35351577,5624,429,100,0.0,5199.0,38561.678710206186
2025-01-29 07:00:00,106693085.95213787,4874,440,101,0.0,4442.0,26009.40109872079
2025-01-29 08:00:00,31379175.449223965,5227,486,104,0.0,4726.0,14659.25680133596
2025-01-29 09:00:00,196179842.74229527,4996,406,87,0.0,4594.0,51551.48740088204
2025-01-29 10:00:00,246148631.92323908,4230,371,96,0.0,3850.0,60782.734681213224
2025-01-29 11:00:00,48907896.40465919,3655,406,99,0.0,3214.0,15950.412584935602
2025-01-29 12:00:00,9688158.542130612,3977,439,121,0.0,3307.0,5948.423178068952
2025-01-29 13:00:00,166720607.99734497,6961,454,97,0.0,6430.0,59595.49219892548
2025-01-29 14:00:00,111086063.16367584,4991,509,119,0.0,4448.0,31187.50233511969
2025-01-29 15:00:00,105979098.0868328,2568,501,94,0.0,2027.0,46309.44473528007
2025-01-29 16:00:00,161199203.2655768,7022,600,137,0.0,6402.0,66335.42808562098
2025-01-29 17:00:00,192816208.09773046,6039,539,136,0.0,5439.0,47670.66562006084
2025-01-29 18:00:00,43740992.691231154,10709,633,148,0.0,10001.0,9434.165785995336
2025-01-29 19:00:00,-13632007.185633441,16222,740,181,0.0,15451.0,8869.108881306858
2025-01-29 20:00:00,398250420.3096204,12893,706,184,0.0,12150.0,36187.352250556105
2025-01-29 21:00:00,295111840.0274704,8147,658,177,0.0,7422.0,47469.53863952369
2025-01-29 22:00:00,263449448.52293766,5465,575,142,0.0,4866.0,90381.67866542938
2025-01-29 23:00:00,34225898.83013275,6356,476,119,0.0,5880.0,17254.215386263073
2025-01-30 00:00:00,170211688.4054626,3488,636,149,0.0,2818.0,80561.82572620596
2025-01-30 01:00:00,243141536.66399682,3531,686,164,0.0,2802.0,84893.440654894
2025-01-30 02:00:00,296807981.692614,4204,688,172,0.0,3495.0,84945.4012170257
2025-01-30 03:00:00,193079162.88487175,6379,575,121,0.0,5770.0,37545.3185697127
2025-01-30 04:00:00,96306985.6404611,8297,553,115,0.0,7649.0,14223.575739924305
2025-01-30 05:00:00,199862709.92857894,5373,484,135,0.0,4851.0,46560.01535012005
2025-01-30 06:00:00,23875321.633032218,5297,412,109,0.0,4799.0,11945.693404498175
2025-01-30 07:00:00,142437775.64607763,5682,459,112,0.0,4987.0,42330.61929697183
2025-01-30 08:00:00,4885555.513330694,4148,389,99,0.0,3763.0,12287.028346091924
2025-01-30 09:00:00,80911336.67572777,1339,433,122,0.0,902.0,121522.58876180217
2025-01-30 10:00:00,76596366.29276784,2144,424,122,0.0,1607.0,86604.01852822643
2025-01-30 11:00:00,-17597248.29893242,5460,509,180,0.0,4545.0,9587.645761853195
2025-01-30 12:00:00,-2628881.8160698228,7911,521,125,0.0,7262.0,5742.163035865522
2025-01-30 13:00:00,58336988.497324556,6500,487,129,0.0,5974.0,34806.46191531453
2025-01-30 14:00:00,95853127.29871058,8898,604,160,0.0,8225.0,19551.44688589829
2025-01-30 15:00:00,236720095.81932962,8306,612,160,0.0,7637.0,36347.058844873565
2025-01-30 16:00:00,131257714.72827864,8147,586,160,0.0,7539.0,29213.082796245886
2025-01-30 17:00:00,96335533.62268996,6129,534,144,0.0,5579.0,53216.90387494848
2025-01-30 18:00:00,18212071.213919606,6685,561,142,0.0,6115.0,26868.961092320023
2025-01-30 19:00:00,151732039.32935035,5617,664,172,0.0,4909.0,48761.9358204962
2025-01-30 20:00:00,-9749610.866197033,5624,624,161,0.0,4982.0,44235.93329102148
2025-01-30 21:00:00,24269241.95796162,3149,569,129,0.0,2605.0,28538.309537974983
2025-01-30 22:00:00,91433599.46826138,2853,538,127,0.0,2326.0,42112.42336942046
2025-01-30 23:00:00,13952908.571657358,3776,498,93,0.0,3293.0,48581.17082570704
2025-01-31 00:00:00,-8699766.892867018,3675,544,114,0.0,3116.0,9851.115818694876
2025-01-31 01:00:00,161617427.27345023,3083,464,91,0.0,2600.0,82280.94944008789
2025-01-31 02:00:00,-5261224.820082003,4669,444,98,0.0,4229.0,16032.416295971758
2025-01-31 03:00:00,53378722.41968878,2959,493,107,0.0,2465.0,35559.49969853984
2025-01-31 04:00:00,8974167.674133914,1834,477,135,0.0,1309.0,15072.269212060528
2025-01-31 05:00:00,174834806.7370847,1749,515,129,0.0,1040.0,123351.39704728688
2025-01-31 06:00:00,5355364.175687935,2027,481,144,0.0,1445.0,50400.70532963142
2025-01-31 07:00:00,228855272.088174,3037,476,118,0.0,2521.0,111209.17597310335
2025-01-31 08:00:00,16299827.018323096,3073,466,136,0.0,2575.0,25749.254040438624
2025-01-31 09:00:00,104280017.4450324,2782,457,127,0.0,2272.0,59652.51003736183
2025-01-31 10:00:00,146762716.27585799,3325,437,135,0.0,2853.0,47129.037718957996
2025-01-31 11:00:00,49015190.12432766,6431,442,120,0.0,5924.0,26169.163410562058
2025-01-31 12:00:00,123953368.69819652,5365,479,117,0.0,4853.0,32912.070776644156
2025-01-31 13:00:00,180120560.1795694,4502,571,142,0.0,3906.0,58804.21482963836
2025-01-31 14:00:00,73677074.89494675,6247,621,142,0.0,5613.0,38860.493690500014
2025-01-31 15:00:00,93243493.70828798,7406,609,161,0.0,6752.0,20856.96863049951
2025-01-31 16:00:00,252046059.7192859,4918,569,195,0.0,4346.0,87224.65054053087
2025-01-31 17:00:00,1239717.941383696,7513,605,166,0.0,6838.0,23503.949166057602
2025-01-31 18:00:00,-33006975.398520596,6658,751,169,0.0,5786.0,42198.11307868131
